job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom,row_number
320263772,Alteration,CONVERT EXISTING BUILDING INTO A 7 FAMILY & STORE BUILDING WITH 1 STOREY VERTICAL EXTENSION. OBTAIN NEW CERTIFICATE OF OCCUPANCY.,OTHERS,Residential,Residential: Multi-Family,Residential,4,5,4816,6020,3,7,4,4,0,2012-05-02,2012-05-02,C- CO,7,Complete,05/02/2012 12:00:00 AM,01/31/2011,01/31/2011,02/09/2011,2011-03-16,04/27/2011,05/02/2012,1082,FULTON ST,1082 FULTON ST,3057704,3020160019,Brooklyn,1082,FULTON STREET,1082 FULTON STREET,3057704,3020160019,3,303,BK69,227,13,36,,,false,,BBL geosupport,,40.6812628228269,-73.9576136224047,0101000020E6100000AB9BA58A497D52C0DC02C49E33574440,2
421395001,New Building,NEWLY CONSTRUCTED 2 FAMILY HOME SEMI-DETACHED AS PER PLANS FILED HEREWITH.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,14400,0,2,2,0,,,,,,In progress (last plan disapproved),02/27/2018 12:00:00 AM,11/03/2016,11/03/2016,,,,,108-47,171 STREET,108-47 171 STREET,4618598,4102540035,Queens,,171 STREET,,,,,412,QN01,414,29,27,,,false,,,,,,,2
320378818,Alteration,"TO CONVERT AN EXISTING 1-FAMILY DWELLING TO A 2-FAMILY DWELLING  AND TO OBTAIN A NEW C OF O, WORK TO INCLUDE GENERAL CONSTRUCTION AND PLUMBING TO REMOVE SHED AT REAR OF BUILDING SEE PLANS.",OTHERS,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,4,4,2588,2588,1,2,1,0,,,,,,Withdrawn,03/25/2013 12:00:00 AM,10/17/2011,12/07/2011,,,,,1088,BUSHWICK AVENUE,1088 BUSHWICK AVENUE,3076534,3033480037,Brooklyn,1088,BUSHWICK AVENUE,1088 BUSHWICK AVENUE,3076534,3033480037,3,304,BK78,397,32,34,,,true,,BBL geosupport,,40.6900688457996,-73.9197106737982,0101000020E6100000B26F288ADC7A52C04E590A2D54584440,2
121323950,Alteration,"NEW PARTITIONS, NEW KITCHENS AND BATHS,REPLACEMENT KITCHENS AND BATHS, REMOVAL OF MINOR PARTITONS.REPOINTING EXTERIOR WORK WHERE NECESSARY. REPAIR BRICK PARAPET AS REQUIRED. NEW FIRE ESCAPE AT REAR. ADDITIONAL APARTMENTS. NEW SPRINKLER WATER SERVICE AND BOOSTER PUMP COMING FROM 110 EAST 116 STREET AS PER REST DECL.",OTHERS,Residential,Residential: Multi-Family,Residential,5,5,9358,9358,8,14,6,0,,,,,,Withdrawn,08/03/2012 12:00:00 AM,06/20/2012,06/25/2012,,,,,108,EAST 116 STREET,108 EAST 116 STREET,1052272,1016430067,Manhattan,108,EAST 116 STREET,108 EAST 116 STREET,1052272,1016437501,1,111,MN34,182,04,08,,,true,,BBL geosupport,,40.7988303407467,-73.9428330464865,0101000020E6100000D60F6B60577C52C0A747961240664440,2
320908121,New Building,APPLICATION HEREWITH FILED FOR NEW FOUR STORY THREE FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,4,0,4992,0,3,3,3,0,2017-10-26,2018-04-30,T- TCO,3,Complete,11/16/2016 12:00:00 AM,07/09/2015,07/15/2015,03/25/2016,2016-06-30,07/20/2016,,108,JEFFERSON AVE.,108 JEFFERSON AVE.,3052196,3018320009,Brooklyn,108,JEFFERSON AVENUE,108 JEFFERSON AVENUE,3052196,3018320009,3,303,BK75,245,13,36,,,false,,BBL geosupport,,40.6827022840482,-73.9530505143226,0101000020E6100000E59C95C7FE7C52C02072D7C962574440,2
420479431,Alteration,"1.CONVERT 1 FAMILY TO 2 FAMILY HOUSE 2.REMOVE ECB VIOLATIONS #34780578H, #34780576Y, #34780575M, #34899113X, #34903774M, #34899112Y, #34917981M, #34960885X, #34898969Z, #34898967P, #34898966N AND #34809789Y 3.REMOVE (1)GAS.STOVE AND (1)SHOWER 4.LEGALIZE (1) W.C, (1) LAV SINK 5. LEGALIZE REAR BUILDING EXTENSION",1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1638,1638,1,2,1,0,,,,,,In progress (last plan disapproved),01/19/2012 12:00:00 AM,09/09/2011,09/14/2011,,,,,109-39,127ST,109-39 127ST,4249810,4116080050,Queens,109-39,127 STREET,109-39 127 STREET,4249810,4116080050,4,410,QN55,170,28,28,,,true,,BBL geosupport,,40.6832158837845,-73.8143398527902,0101000020E61000000BE4E6241E7452C0227B3A9E73574440,2
121972106,Alteration,IT IS PROPOSED TO CONVERT AN EXISTING NON-TRANSIENT (USE GROUP 2) AND TRANSIENT (USE GROUP 5) TO A TRANSIENT HOTEL (USE GROUP 5). INSTALL HC TOILET ROOMS ON 2ND FLOOR AND 2ND MEANS OF EGRESS FROM 2ND FLOOR TO STREET.,OTHERS,Residential,Hotel or Dormitory,Residential,13,13,58802,58865,139,160,21,0,,,,,,In progress (last plan disapproved),05/20/2014 12:00:00 AM,04/15/2014,04/15/2014,,,,,109,WEST 45 STREET,109 WEST 45 STREET,1022641,1009980026,Manhattan,109,WEST 45 STREET,109 WEST 45 STREET,1022641,1009980026,1,105,MN17,119,02,04,,,false,,BBL geosupport,,40.7572188477635,-73.9832041743399,0101000020E6100000258533D1EC7E52C08A87158CEC604440,2
410233929,New Building,NEW BUILDING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1425,0,1,1,1,0,2012-04-03,2012-04-03,C- CO,1,Complete,04/03/2012 12:00:00 AM,03/10/2009,03/11/2009,12/14/2009,2010-02-25,05/11/2010,04/03/2012,10,GOTHAM WALK,10 GOTHAM WALK,4465988,4163500400,Queens,,GOTHAM WALK,,4000000,4163500400,4,414,QN10,91601,27,32,,,false,,BBL geosupport,,40.5568821107366,-73.9207298968144,0101000020E61000001BD1163DED7A52C0A9ABBAE947474440,2
520102308,New Building,ONE FAMILY DWELLING WITH TWO OFF-STREET PARKING SPACES.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2835,0,1,1,0,,,,,,Filed,06/26/2012 12:00:00 AM,06/26/2012,06/26/2012,,,,,10,PAVILION HILL TERRACE,10 PAVILION HILL TERRACE,5158849,5005690317,Staten Island,,,,,,,,,,,,,,true,,Lat/Long DCP,,40.635705,-74.079209,0101000020E61000002123A0C2118552C0AC730CC85E514440,2
421074367,Alteration,CONVERSION OF EXISTING TWO (2) STORY BUILDING (MIXED USED BUILDING) WITH CELLAR TO FOUR (4) STORY BUILDING (MIXED USED BUILDING). PROPOSED VERTICAL EXTENSION.,OTHERS,"Industrial, Storage & Utilities",Residential: 1 & 2 Family,Residential,2,4,2198,1775,2,4,2,0,,,,,,In progress (last plan disapproved),02/05/2015 12:00:00 AM,01/20/2015,01/20/2015,,,,,110-03,101 AVENUE,110-03 101 AVENUE,4197959,4094120051,Queens,110-03,101 AVENUE,110-03 101 AVENUE,4197959,4094120051,4,409,QN54,118,27,28,,true,false,,BBL geosupport,,40.6880462248321,-73.8336414491541,0101000020E61000003F2DAA615A7552C029E510E611584440,2
420314626,New Building,"THIS 2 STORY RESIDENTIAL NEW BUILDING APPLICATION IS FILE TO SUPERSEDE ALT. TYPE 1 APPLICATION JOB # 420138443 APPROVED DATE 05/17/2010 EXAMINED BY GERARD MCGOVERN, RA",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2562,0,1,1,0,,,,,,Permit issued,04/25/2012 12:00:00 AM,01/11/2011,01/11/2011,02/14/2011,2011-02-18,04/13/2011,,110-17,68TH AVENUE,110-17 68TH AVENUE,4052185,4021920059,Queens,110-17,68 AVENUE,110-17 68 AVENUE,4052185,4021920059,4,406,QN17,747,28,29,,,true,,BBL geosupport,,40.7280379049831,-73.8436971354032,0101000020E610000045124522FF7552C047139858305D4440,2
321189833,New Building,NEW BUILDING 6-STORY,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,8441,0,7,7,0,,,,,,In progress,09/20/2017 12:00:00 AM,12/29/2016,04/11/2017,09/20/2017,,,,1102,BANNER AVE,1102 BANNER AVE,3247963,3088100058,Brooklyn,1102,BANNER AVENUE,1102 BANNER AVENUE,3247963,3088100058,3,315,BK17,608,21,48,,,false,,BBL geosupport,,40.5834130229263,-73.9588827980782,0101000020E61000005B9CF4555E7D52C0B4C32647AD4A4440,2
421254920,New Building,PROPOSED NEW TWO STORY TWO FAMILY DWELLING WITH CELLAR.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2687,0,2,2,2,0,2018-02-06,2018-02-06,C- CO,2,Complete,02/06/2018 12:00:00 AM,01/22/2016,01/22/2016,08/09/2016,2016-08-24,11/25/2016,02/06/2018,110-30,175 STREET,110-30 175 STREET,4594835,4102730113,Queens,110-30,175 STREET,110-30 175 STREET,4594835,4102730113,4,412,QN01,434,29,27,,,false,,BBL geosupport,,40.6967080981902,-73.7787852372221,0101000020E61000007F1E099ED77152C0E74A20BB2D594440,2
410064068,New Building,NEW BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,1,0,3000,0,2,2,0,,,,,,Permit issued,02/12/2015 12:00:00 AM,02/22/2008,02/22/2008,08/08/2008,2012-12-18,,,110-34,67 DRIVE,110-34 67 DRIVE,4052174,4021920022,Queens,110-34,67 DRIVE,110-34 67 DRIVE,4052174,4021920022,4,406,QN17,747,28,29,,,false,,BBL geosupport,,40.7284624617523,-73.8432716150798,0101000020E6100000691A8229F87552C07ACB08423E5D4440,2
420834388,New Building,NEW BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,5500,0,1,1,0,,,,,,Permit issued,02/26/2018 12:00:00 AM,04/16/2013,07/19/2013,04/04/2014,2015-07-27,03/10/2017,,110-48,JEWEL AVENUE,110-48 JEWEL AVENUE,4618197,4022310029,Queens,110-48,JEWEL AVENUE,110-48 JEWEL AVENUE,4618197,4022310029,4,406,QN17,75702,28,29,,,false,,BBL geosupport,,40.7245821588197,-73.840854300021,0101000020E6100000A3D28D8ED07552C0A3B2B11BBF5C4440,2
420901135,New Building,NEW BUILDING THIS PAA IS FILED TO RESOLVE ENERGY CODE AUDIT OBJECTIONS ONLY,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3017,0,1,1,1,0,2015-11-30,2015-11-30,C- CO,1,Complete,11/30/2015 12:00:00 AM,09/27/2013,09/27/2013,10/28/2013,2014-05-06,07/09/2014,11/30/2015,110,BEACH 215 STREET,110 BEACH 215 STREET,4607253,4163500400,Queens,110,BEACH 215 STREET,110 BEACH 215 STREET,4607253,4163500400,4,414,QN10,91601,27,32,,,false,,BBL geosupport,,40.5568821107366,-73.9207298968144,0101000020E61000001BD1163DED7A52C0A9ABBAE947474440,2
121323969,Alteration,"NEW PARTITIONS, NEW KITCHENS AND BATHS,REPLACEMENT KITCHENS AND BATHS, REMOVAL OF MINOR PARTITONS.REPOINTING EXTERIOR WORK WHERE NECESSARY. REPAIR BRICK PARAPET AS REQUIRED. NEW FIRE ESCAPE AT FRONT. ADDITIONAL APARTMENTS. NEW SPRINKLER WATER SERVICE AND BOOSTER PUMP SERVICING 108 EAST 116 STREET AS PER REST DEC.",OTHERS,Residential,Residential: Multi-Family,Residential,5,5,9358,9358,8,14,6,0,,,,,,Withdrawn,08/03/2012 12:00:00 AM,06/20/2012,06/25/2012,,,,,110,EAST 116 STREET,110 EAST 116 STREET,1052271,1016430066,Manhattan,110,EAST 116 STREET,110 EAST 116 STREET,1052271,1016437502,1,111,MN34,182,04,08,,,true,,BBL geosupport,,40.7987967197723,-73.942753631754,0101000020E610000063245413567C52C07AC98DF83E664440,2
320272806,New Building,MIX USE BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,107265,0,107,107,0,,,,,,Filed,02/15/2011 12:00:00 AM,02/15/2011,,,,,,110,ROCHESTER AVENUE,110 ROCHESTER AVENUE,3396730,3013490033,Brooklyn,110,ROCHESTER AVENUE,110 ROCHESTER AVENUE,3396730,3013490033,3,308,BK61,307,16,36,,true,true,,BBL geosupport,,40.6753423538315,-73.9281352664779,0101000020E61000005EF27591667B52C0AEA7459E71564440,2
320819021,Alteration,APPLICATION HEREBY FILED TO PROPOSE A VERTICAL AND HORIZONTAL ENLARGEMENT TO AN EXISTING ONE FAMILY HOME IN ADDITION PROPOSING TO CREATE A TWO FAMILY HOME WITH NEW MECHANICAL SYSTEM AND NEW PLUMBING THROUGHOUT.,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,1,2,2800,2800,1,2,1,0,,,,,,In progress (last plan disapproved),03/10/2014 12:00:00 AM,12/11/2013,12/11/2013,,,,,1112,GILMORE COURT,1112 GILMORE COURT,3204855,3074550074,Brooklyn,1112,GILMORE COURT,1112 GILMORE COURT,3204855,3074550074,3,315,BK17,606,21,48,,,false,,BBL geosupport,,40.5857598641682,-73.9587279422738,0101000020E6100000F67471CC5B7D52C0B8F4E12DFA4A4440,2
420922032,New Building,ERECT TWO FAMILY DWELLING UNIT NEW BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2543,0,2,2,0,,,,,,In progress (last plan disapproved),01/02/2014 12:00:00 AM,12/19/2013,12/19/2013,,,,,111-47,43RD AVE,111-47 43RD AVE,4050055,4020150058,Queens,111-47,43 AVENUE,111-47 43 AVENUE,4050055,4020150058,4,404,QN25,399,24,21,,,true,,BBL geosupport,,40.7502558292089,-73.8532390140291,0101000020E61000004B3BCF779B7652C0F70A0D6208604440,2
420879071,Alteration,CONVERT EXISTING ONE FAMILY TO TWO FAMILY. OBTAIN A NEW C OF O.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,2303,2303,1,2,1,0,,,,,,Withdrawn,10/03/2013 12:00:00 AM,09/12/2013,09/12/2013,,,,,111-51,42ND AVENUE,111-51 42ND AVENUE,4431946,4020140160,Queens,111-51,42 AVENUE,111-51 42 AVENUE,4431946,4020140160,4,404,QN25,399,24,21,,,true,,BBL geosupport,,40.7509689446018,-73.8534203257973,0101000020E6100000A24249709E7652C02BB018C01F604440,2
220681974,Alteration,LEGALIZE BASEMENT APARTMENT. FILING JOB DUE TO TIME LIMITATION OF EXPIRED JOB,1-2-3 FAMILY,Residential,Residential: Multi-Family,Residential,3,3,2812,2812,1,2,1,0,,,,,,Filed,12/13/2018 12:00:00 AM,12/13/2018,,,,,,1116,E 212 ST,1116 E 212 ST,2059766,2047060047,Bronx,1116,EAST 212 STREET,1116 EAST 212 STREET,2059766,2047060047,2,212,BX44,368,11,12,,,false,,BBL geosupport,,40.8749599991392,-73.8540867567637,0101000020E6100000CC0F805BA97652C039CE72B0FE6F4440,2
421315936,New Building,PROPOSED NEW 4 STORY AND CELLAR 7 FAMILY APARTMENT BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,4994,0,7,7,0,,,,,,Permit issued,07/02/2018 12:00:00 AM,04/20/2016,04/21/2016,08/12/2016,2017-11-28,03/08/2018,,11-17,47TH ROAD,11-17 47TH ROAD,4000491,4000570014,Queens,11-17,47 ROAD,11-17 47 ROAD,4000491,4000570014,4,402,QN31,7,30,26,,,false,,BBL geosupport,,40.7444159435476,-73.9502367685247,0101000020E61000005011E1ADD07C52C030148A05495F4440,2
302333838,New Building,,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,0,0,1,1,1,0,2014-05-23,2014-05-23,C- CO,1,Complete,05/23/2014 12:00:00 AM,04/13/2007,05/04/2007,11/30/2007,2007-12-03,04/17/2008,05/23/2014,111,81 STREET,111 81 STREET,3389685,3059850152,Brooklyn,111,81 STREET,111 81 STREET,3389685,3059850152,3,310,BK31,44,20,43,,,false,,BBL geosupport,,40.6287750462181,-74.0356097719834,0101000020E61000009085356E478252C0190662B37B504440,2
420192730,New Building,"INSTALLATION OF TWO (2) CARS GARAGE IN CONJUNCTION WITH NB APPLICATION #410046196. NO CHANGE IN USE, OCCUPANCY, BULK OR EGRESS UNDER THIS APLLICATION.",1-2-3 FAMILY,Empty Lot,Garage/Miscellaneous,Other,0,2,0,1,0,1,1,0,,,,,,Withdrawn,07/15/2010 12:00:00 AM,05/26/2010,05/26/2010,,,,,112-18,69 AVENUE,112-18 69 AVENUE,4052639,4022420013,Queens,112-18,69 AVENUE,112-18 69 AVENUE,4052639,4022420013,4,406,QN17,75702,28,29,,,true,,BBL geosupport,,40.7263056434788,-73.8402240441878,0101000020E61000005FC6113BC67552C01FD25495F75C4440,2
421490023,New Building,CONSTRUCT A NEW 1 FAMILY FRAME RESIDENCE ON EXISTING VACANT LOT.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2516,0,1,1,0,,,,,,In progress (last plan disapproved),09/10/2018 12:00:00 AM,09/27/2017,09/27/2017,,,,,112-20,148 ST.,112-20 148 ST.,4863779,4119640232,Queens,112-16,148 STREET,112-16 148 STREET,4000000,4119640231,4,412,QN76,190,28,28,,,false,,BBL geosupport,,40.6865288788522,-73.7961032309295,0101000020E61000004545F75AF37252C00837A52DE0574440,2
320588084,New Building,3-STORY AND CELLAR 2-FAMILY BUILDING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,4680,0,2,2,0,,,,,,In progress (last plan disapproved),01/24/2013 12:00:00 AM,01/09/2013,01/09/2013,,,,,1122,57 STREET,1122 57 STREET,3140335,3056960014,Brooklyn,1122,57 STREET,1122 57 STREET,3000000,3056960014,3,312,BK88,216,20,44,,,true,,BBL geosupport,,40.6326926635542,-74.000795238844,0101000020E6100000F63479070D8052C03831BD12FC504440,2
320730018,New Building,3-STORY AND CELLAR 3-FAMILY BUILDING.,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,4680,0,3,3,0,,,,,,In progress (last plan disapproved),04/05/2013 12:00:00 AM,03/21/2013,03/21/2013,,,,,1124,57 STREET,1124 57 STREET,3140336,3056960016,Brooklyn,1124,57 STREET,1124 57 STREET,3000000,3056960016,3,312,BK88,216,20,44,,,true,,BBL geosupport,,40.6326246325341,-74.0006825178148,0101000020E610000063ECAF2E0B8052C067B00DD8F9504440,2
321183312,New Building,HEREBY FILING NEW ELEVEN (11) STORY RESIDENTIAL BUILDING AS SHOWN ON DRAWINGS FILED HEREWITH.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,11,0,24111,0,20,20,0,,,,,,In progress,06/16/2016 12:00:00 AM,05/26/2016,06/01/2016,,,,,112,FLEET PLACE,112 FLEET PLACE,3058262,3020620023,Brooklyn,112,FLEET PLACE,112 FLEET PLACE,3058262,3020620023,3,302,BK38,15,13,35,,,false,,BBL geosupport,,40.6922499413711,-73.9819173059239,0101000020E61000007714AFBBD77E52C0626C65A59B584440,2
210115873,Alteration,CONVERT NON-CONFORMING USE TO CONFORMING RESIDENTIAL USE AT FIRST FLOOR WITH A CCESSORY RESIDENTIAL USE AT CELLAR.,OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,5,5,88348,88348,75,95,20,20,0,2010-11-05,2011-08-11,C- CO,95,Complete,08/11/2011 12:00:00 AM,03/20/2009,04/03/2009,07/01/2009,2009-07-10,07/16/2009,08/11/2011,112,LINCOLN AVENUE,112 LINCOLN AVENUE,2093995,2023090001,Bronx,112,LINCOLN AVENUE,112 LINCOLN AVENUE,2093995,2023090001,2,201,BX39,19,07,08,,,false,,BBL geosupport,,40.8078700180996,-73.9289348480537,0101000020E61000005A2026AB737B52C00C94E54868674440,2
421519896,Alteration,ALT-1 FOR VERTICAL EXTENSION IN EX THREE STORY TO SIX STORY IN CONJUNCTION WITH NB #400026770,OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,6,5445,10890,2,8,6,0,,,,,,Withdrawn,06/20/2017 12:00:00 AM,06/19/2017,06/19/2017,,,,,113-13,76 ROAD,113-13 76 ROAD,4052779,4022650112,Queens,113-13,76 ROAD,113-13 76 ROAD,4052779,4022650112,4,406,QN17,75701,28,29,,,false,,BBL geosupport,,40.7182470388402,-73.833969249867,0101000020E61000001C838FC05F7552C04322DB84EF5B4440,2
320101037,New Building,HEREWITH FILING A NEW BUILDING APPLICATION FOR AN ACCESSORY GARAGE.,1-2-3 FAMILY,Garage/Miscellaneous,Garage/Miscellaneous,Residential,0,1,0,2999,0,1,1,1,0,2010-11-23,2010-11-23,C- CO,1,Complete,11/23/2010 12:00:00 AM,11/25/2009,11/25/2009,03/26/2010,2010-04-29,04/29/2010,11/23/2010,1132,EAST 32 STREET,1132 EAST 32 STREET,3403400,3076310059,Brooklyn,1132,EAST 32 STREET,1132 EAST 32 STREET,3403400,3076310059,3,318,BK58,744,22,45,,,false,,BBL geosupport,,40.6237007077167,-73.9446052705731,0101000020E6100000682FAA69747C52C04B11BF6CD54F4440,2
420880755,New Building,"PROPOSED NEW 2 FAMILY DUPLEX , 3 STORY MASONRY BUILDING, PROPOSED (1) ONE ZONING LOT & (15) FIFTEEN TAX LOTS.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,27320,0,2,2,0,,,,,,Permit issued,07/11/2016 12:00:00 AM,08/12/2013,08/12/2013,03/31/2015,2015-06-17,08/25/2015,,113-34,FARMERS BLVD,113-34 FARMERS BLVD,4591803,4104310011,Queens,113-34,FARMERS BOULEVARD,113-34 FARMERS BOULEVARD,4000000,4104310010,4,412,QN08,400,29,27,,,false,,BBL geosupport,,40.6985002735522,-73.7627615691265,0101000020E6100000D082E615D17052C0B093FB7468594440,2
420876993,New Building,FILING A NEW BUILDING APPLICATION FOR A 3 STORY 2 FAMILY DWELLING UNIT,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,3000,0,2,2,0,,,,,,Withdrawn,08/06/2013 12:00:00 AM,08/06/2013,,,,,,113-50,FARMERS BLVD,113-50 FARMERS BLVD,4591831,4104310015,Queens,113-50,FARMERS BOULEVARD,113-50 FARMERS BOULEVARD,4000000,4104310015,4,412,QN08,400,29,27,,,true,,BBL geosupport,,40.6982638046904,-73.7626538458288,0101000020E610000033801352CF7052C01A9056B560594440,2
420876984,New Building,FILING A NEW BUILDING APPLICATION FOR A 3 STORY 2 FAMILY DWELLING UNIT,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1800,0,2,2,0,,,,,,Withdrawn,08/06/2013 12:00:00 AM,08/06/2013,,,,,,113-52,FARMERS BLVD,113-52 FARMERS BLVD,4591834,4104310017,Queens,113-52,FARMERS BOULEVARD,113-52 FARMERS BOULEVARD,4000000,4104310015,4,412,QN08,400,29,27,,,true,,BBL geosupport,,40.6982638046904,-73.7626538458288,0101000020E610000033801352CF7052C01A9056B560594440,2
420462699,New Building,ERECT 3 STORY NEW BUILDING AS PER PLANS FILED HEREWITH.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,3,0,6929,0,7,7,0,,,,,,In progress (last plan disapproved),08/03/2011 12:00:00 AM,07/21/2011,07/21/2011,,,,,11-38,FOAM PLACE,11-38 FOAM PLACE,4462341,4155450019,Queens,11-38,FOAM PLACE,11-38 FOAM PLACE,4462341,4155450019,4,414,QN15,103202,27,31,,,true,,BBL geosupport,,40.6051303609043,-73.7512344694874,0101000020E6100000DF84BD39147052C042F362E9744D4440,2
321310407,New Building,NEW MULTIPLE DWELLING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,5,0,7148,0,6,6,0,,,,,,In progress (last plan disapproved),03/20/2017 12:00:00 AM,02/10/2016,02/10/2016,,,,,1138,MANHATTAN AVENUE,1138 MANHATTAN AVENUE,3063710,3024830009,Brooklyn,1138,MANHATTAN AVENUE,1138 MANHATTAN AVENUE,3063710,3024830009,3,301,BK76,579,14,33,,,false,,BBL geosupport,,40.7372002247961,-73.9550829987566,0101000020E610000002287114207D52C0360DB4935C5E4440,2
321191303,New Building,HEREWITH FILING NEW BUILDING AS PART OF BUILD IT BACK PROGRAM #APP 021147,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1386,0,1,1,1,0,2018-11-05,2018-12-03,C- CO,1,Complete,12/03/2018 12:00:00 AM,10/05/2017,10/05/2017,10/25/2017,2018-02-05,06/11/2018,12/03/2018,113,IVAN COURT,113 IVAN COURT,3249061,3088762682,Brooklyn,113,IVAN COURT,113 IVAN COURT,3249061,3088762682,3,315,BK17,628,22,46,,,false,,BBL geosupport,,40.5888139583116,-73.9261830834741,0101000020E61000004A686995467B52C034307B415E4B4440,2
420941191,Alteration,CONVERSION OF AN EXISTING ONE FAMILY D.U. TO TWO FAMILY D.U.WITH EXTENSION AT REAR   AND SOME PLUMBING WORK. FILED TO OBTAIN A NEW CERTIFICATE OF OCCUPANCY.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1647,1980,01,02,1,0,,,,,,Withdrawn,05/08/2014 12:00:00 AM,01/24/2014,01/24/2014,,,,,114-49,174 STREET,114-49 174 STREET,4268623,4123960071,Queens,114-49,174 STREET,114-49 174 STREET,4268623,4123960071,4,412,QN08,432,29,27,,,false,,BBL geosupport,,40.6914569368823,-73.7755982129396,0101000020E610000056DAAF66A37152C03E4031A981584440,2
321827564,New Building,"NEW FOUR (4) STORY, FOUR (4) FAMILY BUILDING WITH CELLAR, FIRST, SECOND, THIRD, AND FOURTH",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,10908,0,4,4,0,,,,,,In progress (last plan disapproved),08/29/2018 12:00:00 AM,08/17/2018,08/17/2018,,,,,1146,47 STREET,1146 47 STREET,3137183,3056270049,Brooklyn,1146,47 STREET,1146 47 STREET,3137183,3056270049,3,312,BK88,222,20,44,,,false,,BBL geosupport,,40.6377820563435,-73.9941252128863,0101000020E6100000725E5BBF9F7F52C04AFCA8D7A2514440,2
320596645,Alteration,"NEW VERTICAL ENLARGEMENT AS NEW FOURTH FLOOR AND NEW HORIZONTAL EXTENSION TO REAR YARD AND FRONT YARD  AS PER PLANS. PLUMBING WORK. MECHANICAL WORK. NO CHANGE TO ZONING, AND USE.",OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,3,2430,3960,3,6,3,0,,,,,,Filed,01/27/2016 12:00:00 AM,11/18/2014,01/27/2016,,,,,114,COVERT STREET,114 COVERT STREET,3079232,3034220014,Brooklyn,114,COVERT STREET,114 COVERT STREET,3079232,3034220014,3,304,BK78,413,32,37,,,false,,BBL geosupport,,40.6879838376493,-73.9103083970263,0101000020E610000021A0267E427A52C0B570B9DA0F584440,2
